StockQty,ReservedQty,AvailableQty,ReorderLevel,SafetyStock,InventoryValue,LastUpdated
1405,404,1001,222,114,745872.35,2026-07-10
708,188,520,85,85,2077987.08,2026-07-08
3654,388,3266,770,387,6880701.24,2026-06-24
78,23,55,18,11,16784.82,2026-07-11
2331,201,2130,495,217,8952368.67,2026-07-13
1552,208,1344,373,210,2274021.44,2026-06-24
4563,880,3683,484,390,4776183.36,2026-07-06
376,110,266,39,18,1767455.68,2026-07-17
3002,575,2427,686,291,13960350.7,2026-07-09
807,62,745,132,115,3467073.75,2026-07-17
3475,649,2826,770,348,16728615.25,2026-07-14
3296,405,2891,451,265,900895.68,2026-06-30
4577,19,4558,624,397,6013216.83,2026-07-15
3887,425,3462,492,394,8826560.73,2026-07-03
4155,945,3210,736,270,15414011.25,2026-07-05
2588,744,1844,461,263,12488471.64,2026-07-13
238,50,188,34,21,852251.82,2026-06-27
633,8,625,97,53,2411641.38,2026-06-19
485,18,467,106,71,712479.55,2026-06-26
2543,443,2100,562,229,5202545.69,2026-07-07
3529,601,2928,843,278,16568196.23,2026-07-07
94,3,91,11,7,358315.78,2026-07-06
4696,744,3952,1109,679,9421678.72,2026-07-08
1372,203,1169,283,189,4108755.84,2026-07-14
2985,211,2774,654,348,11482668.15,2026-07-07
3405,287,3118,742,501,2501176.8,2026-06-27
1030,289,741,226,106,1824037.3,2026-07-18
4180,1076,3104,826,545,760216.6,2026-07-06
4538,231,4307,625,405,20202449.92,2026-07-16
727,55,672,101,102,2146860.08,2026-06-23
3952,354,3598,902,222,19578800.8,2026-06-25
2224,69,2155,416,252,3505357.6,2026-07-04
3310,693,2617,367,351,8083483.4,2026-07-10
1614,418,1196,269,140,2948422.92,2026-06-28
695,208,487,146,39,1517247.55,2026-07-03
4479,387,4092,842,230,978706.29,2026-07-18
2652,115,2537,320,351,6754007.52,2026-07-13
138,14,124,16,10,654436.02,2026-07-17
1982,477,1505,386,291,6403386.14,2026-07-16
1256,219,1037,156,188,4064667.2,2026-06-26
1321,218,1103,199,81,1792042.18,2026-07-05
3649,343,3306,389,505,7849144.96,2026-07-04
2067,97,1970,374,272,711606.09,2026-06-29
4004,348,3656,827,339,17910252.36,2026-07-18
145,43,102,28,8,132669.2,2026-07-02
859,100,759,203,57,3340522.15,2026-07-10
3740,52,3688,908,306,10965156.4,2026-06-19
957,170,787,145,141,4720603.47,2026-07-10
2515,513,2002,482,149,11859910.05,2026-07-03
2574,646,1928,275,227,7359400.62,2026-06-25
2960,671,2289,529,191,3234273.6,2026-07-17
2406,639,1767,431,208,1805558.64,2026-07-18
3097,819,2278,563,376,14481386.18,2026-06-20
2722,5,2717,663,156,11663933.32,2026-07-10
3856,569,3287,669,503,2056867.52,2026-07-02
1337,94,1243,191,137,3122897.75,2026-07-12
744,149,595,163,44,1295028.72,2026-06-25
2123,123,2000,440,264,8748352.25,2026-07-18
1503,43,1460,315,163,2205802.8,2026-07-09
2514,42,2472,553,267,6077142.48,2026-07-09
972,263,709,132,100,598596.48,2026-07-17
4219,1222,2997,426,382,3239306.01,2026-07-03
3389,587,2802,767,456,12496835.83,2026-06-22
2399,561,1838,503,236,1023293.45,2026-07-10
141,26,115,32,12,502288.53,2026-07-16
3246,190,3056,490,201,4951967.76,2026-07-08
2897,782,2115,560,238,9909507.17,2026-07-12
3267,243,3024,364,387,7888922.91,2026-06-20
1050,267,783,127,81,199437.0,2026-07-16
3130,126,3004,395,202,2891274.9,2026-06-19
4193,489,3704,677,291,4676620.62,2026-07-15
951,223,728,203,133,249428.28,2026-07-17
2874,686,2188,547,391,10859868.84,2026-07-11
2516,754,1762,550,286,7634600.72,2026-07-03
2567,364,2203,380,178,1484752.8,2026-07-13
1316,299,1017,132,117,2684929.52,2026-07-01
4165,564,3601,422,619,17277794.45,2026-07-16
2590,125,2465,575,251,6674041.5,2026-07-06
3659,925,2734,615,245,16137214.52,2026-07-18
3999,1152,2847,955,423,10843648.41,2026-07-16
613,19,594,74,83,686633.56,2026-07-02
3643,721,2922,554,220,770348.78,2026-07-08
3523,326,3197,769,217,14223020.37,2026-07-02
1099,196,903,146,90,165278.61,2026-06-22
1435,348,1087,240,78,1124666.9,2026-07-13
3345,688,2657,716,250,5041483.65,2026-06-28
4507,1019,3488,593,381,13367626.79,2026-07-18
4176,113,4063,857,519,15970402.08,2026-07-13
1792,11,1781,251,101,5764308.48,2026-07-03
1756,66,1690,348,164,1111548.0,2026-06-24
4689,411,4278,993,415,957212.46,2026-07-08
1804,470,1334,433,92,1792526.56,2026-07-11
2525,598,1927,306,320,4646101.0,2026-06-30
4116,659,3457,526,338,14750097.6,2026-07-03
158,17,141,23,16,611641.7,2026-07-11
1738,503,1235,375,101,6844956.58,2026-07-14
547,105,442,114,56,2504729.41,2026-07-05
2012,218,1794,204,199,4111884.16,2026-06-29
2869,430,2439,711,236,1459345.54,2026-07-08
3166,98,3068,412,396,1467725.94,2026-07-17
2527,18,2509,378,165,11209216.06,2026-07-15
2249,575,1674,456,272,8366167.55,2026-07-14
1671,177,1494,285,89,423281.01,2026-06-24
350,100,250,64,21,180628.0,2026-07-07
3573,171,3402,819,320,1948892.85,2026-07-03
3644,1043,2601,797,228,17397950.04,2026-07-17
2344,565,1779,458,304,2475428.08,2026-07-14
2373,674,1699,455,325,184002.42,2026-06-20
455,65,390,101,45,1120387.45,2026-07-01
3037,198,2839,341,310,9810785.54,2026-07-03
138,5,133,28,18,50498.34,2026-07-04
377,50,327,58,50,369426.07,2026-06-19
2923,142,2781,521,380,9803712.77,2026-07-18
4523,376,4147,979,516,11159416.98,2026-06-27
2836,513,2323,603,329,11470258.72,2026-07-13
831,186,645,100,61,3001945.95,2026-07-08
2365,623,1742,378,251,8173794.75,2026-06-19
4069,119,3950,1010,312,5864242.8,2026-07-04
3757,603,3154,650,446,5448326.26,2026-06-27
3620,13,3607,565,514,14166182.2,2026-06-24
2046,396,1650,409,146,730462.92,2026-06-20
3738,35,3703,646,271,8545591.32,2026-06-26
3752,909,2843,495,557,1377771.92,2026-07-08
3836,1045,2791,454,385,2412076.8,2026-06-25
892,197,695,217,112,2872204.32,2026-07-11
904,109,795,101,59,3113936.48,2026-06-20
4240,765,3475,756,428,8261512.8,2026-07-08
3782,320,3462,415,199,8622127.96,2026-07-08
764,161,603,181,58,2899616.84,2026-07-03
4174,143,4031,651,334,14398004.3,2026-07-15
2371,116,2255,314,199,3465216.5,2026-07-18
3530,9,3521,450,281,4370210.6,2026-06-21
2574,548,2026,643,315,9962177.94,2026-06-19
1604,200,1404,294,105,4581761.84,2026-07-15
521,149,372,120,57,2117734.75,2026-06-27
3544,968,2576,649,467,7422908.0,2026-07-02
729,145,584,163,69,2779035.48,2026-07-14
4119,186,3933,559,392,17559873.66,2026-07-01
391,88,303,75,34,1797739.8,2026-07-06
543,9,534,131,33,247504.83,2026-07-14
3387,747,2640,499,270,13497601.44,2026-06-24
3948,979,2969,730,342,8388749.88,2026-06-29
1468,285,1183,223,83,2945864.96,2026-06-19
3209,676,2533,425,254,11420221.29,2026-07-16
4170,422,3748,1005,419,10334344.2,2026-07-15
3062,702,2360,726,407,2968976.44,2026-07-16
4464,734,3730,706,231,10488703.68,2026-07-15
955,152,803,115,118,2915424.0,2026-06-28
872,222,650,127,54,1614961.44,2026-06-20
1306,307,999,190,103,1520601.92,2026-07-05
873,159,714,103,43,1288923.39,2026-07-12
3238,554,2684,552,216,14521361.46,2026-07-03
3453,184,3269,491,267,277966.5,2026-07-15
3533,879,2654,812,214,16260173.21,2026-07-15
3060,699,2361,496,356,5303898.0,2026-06-30
2185,392,1793,444,207,4052344.7,2026-07-17
2832,37,2795,459,364,876475.68,2026-07-11
3839,273,3566,605,384,12337240.74,2026-07-01
3967,626,3341,964,322,227071.08,2026-06-24
1088,288,800,110,115,4479611.52,2026-07-15
3990,165,3825,705,555,17811679.2,2026-07-05
3633,323,3310,567,346,2095223.76,2026-07-09
4248,323,3925,595,299,5890701.6,2026-06-30
4527,1127,3400,769,630,7886124.54,2026-06-19
1019,304,715,182,136,4427962.6,2026-06-26
1526,449,1077,265,193,924237.16,2026-07-10
670,60,610,76,77,437818.2,2026-07-06
3728,888,2840,865,442,17692379.68,2026-06-19
1266,121,1145,217,109,549849.12,2026-06-21
2963,203,2760,386,382,5310496.01,2026-06-19
1190,113,1077,208,69,3980157.3,2026-06-29
4904,582,4322,535,359,12475874.08,2026-06-21
3936,1141,2795,867,457,6308345.28,2026-07-05
2504,677,1827,435,188,8441459.76,2026-07-07
4617,640,3977,644,493,5161344.3,2026-07-08
3164,822,2342,510,286,10225889.8,2026-06-23
222,65,157,48,18,474356.28,2026-07-17
3829,520,3309,605,287,10882822.09,2026-07-17
4691,701,3990,859,374,3684170.67,2026-07-06
1917,76,1841,345,169,5605653.06,2026-06-28
389,68,321,97,23,911454.23,2026-06-19
1174,185,989,249,65,5020364.46,2026-07-06
4800,1004,3796,615,485,12162096.0,2026-07-07
3380,912,2468,821,262,3741998.0,2026-07-03
3396,837,2559,490,461,5835278.88,2026-06-23
4966,1486,3480,588,486,8032604.32,2026-07-16
4182,529,3653,454,251,4446302.4,2026-07-01
3214,438,2776,389,236,1051588.66,2026-07-16
3542,433,3109,558,382,14168531.3,2026-06-28
3347,923,2424,541,185,3202677.36,2026-07-10
3933,697,3236,680,568,18741924.9,2026-07-15
2877,271,2606,699,215,5143615.68,2026-07-03
2068,511,1557,503,246,365394.92,2026-07-09
2667,252,2415,284,177,5880174.93,2026-07-10
2614,488,2126,584,359,2067046.64,2026-07-16
240,58,182,42,21,418639.2,2026-06-21
4161,409,3752,464,560,19986989.01,2026-07-13
2924,99,2825,640,215,2763063.04,2026-07-12
3334,193,3141,803,439,7394011.84,2026-06-19
3754,1099,2655,464,364,16255270.48,2026-06-24
1580,39,1541,292,109,3023630.2,2026-07-14
3893,987,2906,730,262,17065043.36,2026-07-11
3116,646,2470,539,299,6295691.04,2026-06-26
2225,87,2138,405,230,2893301.0,2026-07-09
4472,26,4446,959,419,8699828.8,2026-06-20
731,110,621,164,72,1951660.35,2026-06-20
4983,1365,3618,871,561,21104599.56,2026-06-24
2839,236,2603,491,203,13992125.06,2026-06-28
528,63,465,120,54,815522.4,2026-07-09
3740,203,3537,773,318,5711054.8,2026-07-07
3323,693,2630,646,180,13836938.77,2026-06-24
511,10,501,93,38,644018.41,2026-06-21
3508,580,2928,361,201,14475902.32,2026-06-30
3878,790,3088,766,456,11010301.26,2026-07-02
2433,577,1856,472,221,4507521.78,2026-07-03
704,144,560,70,47,1701342.72,2026-07-03
4757,1224,3533,1128,696,5407472.18,2026-07-01
4274,384,3890,900,511,9686123.46,2026-06-25
2871,484,2387,636,157,13939135.65,2026-07-18
4146,530,3616,906,235,18647464.2,2026-07-17
4706,912,3794,930,602,19919415.62,2026-06-21
257,37,220,34,37,460955.2,2026-07-08
1321,237,1084,320,163,4109168.65,2026-07-12
4823,1426,3397,813,359,17770488.19,2026-07-02
2434,668,1766,603,152,780243.04,2026-07-05
2359,312,2047,349,130,2389596.23,2026-07-09
1462,10,1452,287,102,5334223.96,2026-07-16
305,10,295,63,23,181282.85,2026-07-08
4601,822,3779,769,325,3491882.94,2026-07-07
3069,601,2468,524,166,5385051.54,2026-06-27
1738,429,1309,254,162,7033807.66,2026-07-03
4075,661,3414,700,466,3542112.25,2026-06-20
2419,530,1889,466,148,1952350.71,2026-07-07
2024,288,1736,282,296,4290535.92,2026-06-25
3803,303,3500,653,299,9176334.76,2026-06-25
2434,31,2403,504,168,10311470.62,2026-06-24
3384,967,2417,542,293,11584717.92,2026-07-04
4570,1213,3357,622,526,328674.4,2026-07-05
2698,796,1902,397,285,11112576.36,2026-07-18
295,8,287,48,14,164804.7,2026-07-17
1198,352,846,202,174,4169291.58,2026-07-10
1801,43,1758,205,191,5703496.85,2026-07-12
2219,398,1821,350,288,1205449.56,2026-06-25
2083,97,1986,310,191,5674591.92,2026-07-04
4949,1251,3698,787,739,17566376.52,2026-07-09
2865,789,2076,643,341,6832767.15,2026-06-27
1393,371,1022,236,204,641769.03,2026-06-27
859,13,846,159,51,1119002.12,2026-06-27
686,115,571,107,41,1434528.9,2026-06-25
3611,410,3201,722,223,1676623.41,2026-07-18
131,6,125,32,6,343802.95,2026-06-19
2538,575,1963,434,180,7933737.24,2026-07-05
2042,65,1977,314,267,5759603.94,2026-06-30
2634,381,2253,488,171,8995663.14,2026-06-29
4945,1424,3521,805,368,10322835.85,2026-07-03
2726,226,2500,342,261,2151849.88,2026-07-10
1925,199,1726,426,249,1247169.0,2026-06-20
140,11,129,24,20,37896.6,2026-07-01
1123,78,1045,221,106,2083782.65,2026-07-13
4472,1332,3140,621,634,9133836.4,2026-07-03
4528,210,4318,707,563,2880985.28,2026-07-12
1260,130,1130,181,64,4757671.8,2026-07-07
2203,591,1612,547,207,5636243.32,2026-07-03
3591,608,2983,647,522,12802776.84,2026-07-15
1588,66,1522,367,123,5786751.4,2026-07-03
517,123,394,60,27,1413359.09,2026-07-04
2124,151,1973,392,203,3864809.16,2026-07-07
4825,316,4509,1038,385,18829080.0,2026-07-17
4304,236,4068,791,525,1520344.96,2026-06-29
3619,128,3491,494,478,13118621.67,2026-07-18
1464,37,1427,212,115,2951965.68,2026-07-10
4298,565,3733,901,566,16459620.8,2026-07-04
2191,68,2123,457,169,976178.14,2026-06-27
2271,99,2172,257,242,7140500.91,2026-06-23
4021,1103,2918,629,357,8252941.66,2026-06-30
852,159,693,174,65,1102743.6,2026-07-14
2417,699,1718,587,200,9631745.0,2026-06-29
2485,233,2252,453,254,184710.05,2026-07-04
4050,112,3938,969,307,11022885.0,2026-06-19
4797,962,3835,487,258,19174472.46,2026-07-12
123,34,89,22,9,115847.55,2026-06-22
3950,727,3223,868,380,1559934.0,2026-06-25
3361,629,2732,525,309,6506459.07,2026-07-02
4113,826,3287,956,278,4200977.07,2026-07-05
2436,375,2061,471,232,1545325.32,2026-07-05
970,27,943,135,71,1752702.7,2026-06-29
2466,303,2163,453,194,6732377.28,2026-06-23
761,57,704,184,59,1640472.48,2026-06-27
3757,128,3629,870,523,12609280.97,2026-07-17
1973,176,1797,472,294,3698329.31,2026-06-21
3373,279,3094,837,260,8303853.78,2026-06-19
598,166,432,100,81,2541440.2,2026-07-01
347,14,333,58,32,1056313.11,2026-07-08
2458,225,2233,446,225,11166349.88,2026-06-25
885,40,845,120,129,593711.1,2026-06-27
2553,459,2094,360,162,7757086.26,2026-06-23
4004,589,3415,424,404,2942539.6,2026-06-22
2910,136,2774,640,399,13942246.5,2026-07-11
2052,554,1498,249,240,8813257.92,2026-06-30
2805,412,2393,568,311,10682842.5,2026-06-25
3089,460,2629,677,204,11923540.0,2026-07-11
3001,173,2828,504,197,12859254.99,2026-07-13
1337,93,1244,143,178,4031469.47,2026-06-26
1465,251,1214,356,129,314037.4,2026-07-09
1294,75,1219,312,73,2987923.64,2026-07-02
2973,204,2769,426,237,232577.79,2026-07-15
1315,219,1096,189,137,4179346.15,2026-07-15
3152,836,2316,336,407,508984.96,2026-06-30
4297,673,3624,530,515,20425187.92,2026-07-18
708,42,666,81,39,2754346.56,2026-07-05
1890,125,1765,350,176,2044148.4,2026-07-15
1603,56,1547,256,110,2890289.15,2026-07-04
4703,83,4620,1001,338,1332312.87,2026-07-04
1380,413,967,179,122,3076696.2,2026-07-15
3973,838,3135,709,334,15678371.79,2026-07-04
1709,94,1615,259,86,6198440.46,2026-06-27
1085,116,969,223,154,4768802.85,2026-06-27
4031,96,3935,627,387,5830277.16,2026-07-17
104,30,74,12,14,326752.4,2026-07-03
1970,124,1846,400,163,677128.4,2026-06-27
3188,29,3159,356,322,10865309.72,2026-07-05
235,39,196,37,27,434223.6,2026-06-25
1535,265,1270,260,225,740269.1,2026-07-04
961,106,855,130,136,3282756.78,2026-06-23
4017,51,3966,712,325,15330920.67,2026-07-08
4952,212,4740,943,546,13827816.24,2026-06-24
1586,19,1567,387,127,1097829.2,2026-07-13
897,62,835,101,123,957305.31,2026-07-04
3911,1092,2819,961,240,17995449.64,2026-07-12
1531,361,1170,299,168,3028608.89,2026-07-06
2626,704,1922,461,234,4877453.62,2026-07-18
4044,310,3734,997,310,13901209.56,2026-06-23
1550,336,1214,203,185,6874312.0,2026-07-10
4892,374,4518,1126,491,15969591.56,2026-06-22
2791,441,2350,578,403,7685492.97,2026-06-21
2379,498,1881,274,280,3440557.38,2026-07-05
4940,521,4419,1113,471,7097841.4,2026-06-21
3250,896,2354,616,246,15373670.0,2026-07-14
3801,813,2988,404,236,9550582.65,2026-06-21
2555,249,2306,389,242,9891197.05,2026-07-06
4100,1100,3000,425,342,11063112.0,2026-07-03
62,14,48,8,7,238779.98,2026-07-18
1762,110,1652,251,127,4462405.96,2026-06-23
3193,571,2622,427,320,1583855.72,2026-07-01
1203,2,1201,285,92,5263774.62,2026-07-10
1353,189,1164,242,129,2089776.15,2026-07-11
1618,399,1219,177,127,1039629.72,2026-07-03
3516,54,3462,412,411,10347130.92,2026-07-02
4809,1366,3443,879,528,23363997.51,2026-07-11
291,50,241,69,31,969486.87,2026-06-30
1307,280,1027,247,70,173922.49,2026-07-06
3990,805,3185,576,369,11597334.0,2026-06-29
3388,183,3205,799,224,4861983.28,2026-07-06
1528,197,1331,172,148,1316891.52,2026-06-25
577,154,423,93,69,1489871.7,2026-07-03
4091,692,3399,800,573,13946259.91,2026-07-10
1798,406,1392,284,140,2311041.32,2026-07-14
747,152,595,163,68,781742.97,2026-07-03
4482,357,4125,754,418,8769257.1,2026-06-24
1625,248,1377,393,143,6363045.0,2026-07-11
1150,282,868,156,166,396336.0,2026-06-24
986,162,824,187,137,288365.56,2026-07-06
4136,724,3412,584,215,17477495.2,2026-07-17
4369,853,3516,475,340,14402233.74,2026-07-03
981,156,825,176,143,1998238.14,2026-07-16
2150,289,1861,525,260,10405892.5,2026-07-11
3273,607,2666,344,363,5693808.99,2026-06-28
1423,242,1181,183,85,2209420.95,2026-07-01
4353,156,4197,734,262,3474216.36,2026-07-03
2323,372,1951,403,223,4909265.59,2026-07-18
2315,371,1944,474,286,5369411.0,2026-06-28
449,0,449,46,45,62020.37,2026-06-20
4272,90,4182,693,395,11545549.92,2026-07-05
2990,283,2707,377,405,5117026.2,2026-06-30
1796,94,1702,345,226,5342651.0,2026-07-12
4315,396,3919,566,288,6630256.4,2026-07-13
1387,281,1106,204,181,1513411.18,2026-07-14
3247,429,2818,527,194,6828830.64,2026-06-20
301,9,292,32,29,939171.17,2026-06-29
2869,9,2860,601,422,12011584.92,2026-06-28
2171,638,1533,517,130,3972539.22,2026-06-25
3913,733,3180,806,227,19375102.11,2026-07-14
2699,481,2218,363,188,10332419.76,2026-06-29
4001,1063,2938,673,202,15537443.39,2026-07-09
3126,708,2418,516,406,10747906.98,2026-06-23
2613,284,2329,376,388,4367002.38,2026-06-22
4208,78,4130,750,312,17829169.76,2026-06-28
2200,218,1982,298,206,3785430.0,2026-06-30
4185,1135,3050,609,451,8669101.95,2026-07-14
4425,253,4172,801,227,17217940.5,2026-07-18
4415,1026,3389,804,245,18909003.5,2026-06-27
1414,415,999,294,83,6301406.16,2026-07-09
3710,852,2858,733,461,2740206.0,2026-06-20
4421,107,4314,1098,456,16604126.54,2026-07-13
4144,494,3650,795,485,9060690.24,2026-07-12
2494,144,2350,513,362,560127.46,2026-07-13
2831,534,2297,552,363,8085902.2,2026-07-14
2772,32,2740,690,236,190353.24,2026-06-27
767,160,607,106,98,352229.41,2026-07-16
1424,273,1151,203,197,4357012.8,2026-06-22
417,2,415,60,51,2017850.49,2026-07-06
3562,457,3105,827,503,10644538.32,2026-06-27
1871,350,1521,466,241,2733549.71,2026-07-12
2099,93,2006,341,165,4913528.11,2026-07-15
2805,610,2195,539,268,8215227.9,2026-07-12
945,71,874,128,112,2696085.0,2026-06-28
4519,683,3836,483,314,21512202.41,2026-06-19
2305,609,1696,364,128,4824687.7,2026-07-02
311,50,261,59,30,728654.34,2026-07-15
411,29,382,80,32,1626096.84,2026-07-10
3208,731,2477,604,412,11660598.8,2026-06-27
3803,200,3603,558,264,3836428.37,2026-07-04
1902,142,1760,270,104,2064697.08,2026-06-22
502,119,383,97,26,1829995.82,2026-07-04
3025,820,2205,671,394,998794.5,2026-06-27
3515,873,2642,392,416,15564138.8,2026-06-24
4675,75,4600,643,548,12333725.25,2026-07-10
3825,1134,2691,469,273,18351126.0,2026-07-03
704,102,602,73,74,2790958.72,2026-07-08
4829,79,4750,609,646,13671381.9,2026-07-04
4850,335,4515,913,674,8319156.5,2026-06-29
346,29,317,73,21,637671.08,2026-07-04
4526,406,4120,768,331,6473085.2,2026-06-29
3740,205,3535,495,293,6022522.0,2026-07-12
938,99,839,183,136,4669964.32,2026-07-13
1255,252,1003,191,111,3466887.3,2026-06-21
3512,311,3201,355,254,7729806.64,2026-06-23
4175,441,3734,871,255,7447323.25,2026-07-13
804,208,596,200,74,125271.24,2026-07-16
1437,389,1048,219,197,927037.44,2026-06-24
1222,126,1096,208,73,2869097.14,2026-07-06
2823,587,2236,450,392,11317040.01,2026-07-09
2593,776,1817,406,227,12962018.05,2026-07-12
3789,795,2994,572,223,13729176.27,2026-06-28
689,14,675,137,81,2211807.13,2026-07-03
3582,95,3487,676,477,10549455.66,2026-07-02
4093,810,3283,763,355,13580246.56,2026-07-07
2523,70,2453,482,246,5616677.37,2026-07-13
4455,285,4170,682,273,9640530.9,2026-06-23
4429,858,3571,718,456,20641841.69,2026-07-12
1519,219,1300,158,96,5948388.81,2026-07-10
4534,90,4444,710,469,18145793.44,2026-07-07
1680,210,1470,317,248,7582780.8,2026-06-26
3178,573,2605,347,343,4679509.66,2026-07-17
3320,234,3086,504,306,13032958.8,2026-07-08
2716,250,2466,294,295,2697667.0,2026-07-17
4372,881,3491,684,463,10270527.52,2026-06-22
3118,222,2896,692,459,10082458.34,2026-07-04
1375,366,1009,281,84,4634726.25,2026-06-29
3613,871,2742,899,357,1566488.41,2026-06-29
3348,792,2556,582,282,9926384.76,2026-07-08
4358,1289,3069,875,518,18484544.16,2026-06-25
2152,235,1917,485,156,5298482.24,2026-07-17
390,91,299,49,42,1347824.4,2026-07-18
1463,419,1044,340,209,6205782.66,2026-07-16
309,84,225,33,29,1516182.66,2026-07-01
2997,222,2775,371,285,12938978.07,2026-07-07
2672,449,2223,476,389,7183805.6,2026-07-09
2078,214,1864,371,126,4125370.28,2026-07-01
365,63,302,66,30,960537.65,2026-07-05
3266,921,2345,797,395,3258259.58,2026-06-21
3852,1049,2803,931,401,13859149.32,2026-07-18
4510,790,3720,913,279,13690330.5,2026-07-17
3787,215,3572,575,283,411381.81,2026-07-16
1240,118,1122,171,183,6161076.4,2026-07-17
3423,1000,2423,826,259,2910029.22,2026-06-20
3342,888,2454,588,242,3853894.14,2026-06-20
1806,171,1635,183,208,3105615.66,2026-06-24
3591,239,3352,432,470,6480498.15,2026-06-21
3911,912,2999,679,330,8758723.61,2026-07-14
4997,846,4151,602,629,15671191.64,2026-07-17
895,213,682,133,53,153179.25,2026-07-15
4453,492,3961,506,527,19825379.42,2026-07-05
2422,365,2057,265,357,171526.04,2026-07-12
3344,544,2800,582,496,12349525.76,2026-06-30
4327,1174,3153,666,438,14970294.98,2026-07-17
3275,824,2451,783,227,2801762.5,2026-06-19
3727,109,3618,418,276,7636734.81,2026-07-14
3595,895,2700,718,288,13742642.45,2026-06-30
1858,184,1674,358,107,6688409.82,2026-07-05
2174,401,1773,229,115,8847679.98,2026-06-26
3078,823,2255,488,213,6223408.2,2026-06-23
107,30,77,15,13,489276.76,2026-06-23
4445,1323,3122,840,388,11523440.25,2026-07-15
1921,48,1873,455,153,8917896.72,2026-07-17
3493,622,2871,444,386,6647737.88,2026-07-08
3925,798,3127,766,396,9537004.25,2026-07-14
2006,550,1456,379,217,3755974.22,2026-07-03
3708,182,3526,661,368,3318252.12,2026-07-02
2588,71,2517,395,188,8390166.6,2026-06-27
506,146,360,52,65,835481.9,2026-07-03
1790,22,1768,324,99,590001.9,2026-07-07
2248,297,1951,357,138,9804090.0,2026-07-02
980,236,744,206,121,1165749.2,2026-07-13
521,141,380,79,71,1239344.38,2026-07-14
308,6,302,55,35,797177.92,2026-07-03
4212,1200,3012,605,317,18680304.24,2026-07-18
1894,497,1397,261,98,3895560.26,2026-07-11
4456,53,4403,933,636,8908747.12,2026-07-17
3402,639,2763,815,424,2790864.72,2026-07-06
308,7,301,54,32,380410.8,2026-07-10
4636,1363,3273,781,310,12150770.56,2026-06-27
2088,607,1481,426,163,6162314.4,2026-07-16
3358,888,2470,702,288,14933966.24,2026-07-07
4481,1041,3440,964,551,11628419.05,2026-07-12
206,20,186,28,25,416336.3,2026-07-04
1681,231,1450,417,244,2125876.65,2026-07-16
2761,271,2490,540,337,5648950.78,2026-07-05
4730,193,4537,763,636,3357022.9,2026-07-14
2745,315,2430,346,303,9047053.35,2026-06-25
2678,353,2325,613,211,10632356.28,2026-07-14
4314,700,3614,673,317,18396794.16,2026-06-24
4621,1016,3605,872,396,14754529.53,2026-07-17
3974,764,3210,966,270,5270159.84,2026-06-21
4588,466,4122,728,278,8299967.28,2026-06-27
2855,575,2280,392,239,5662549.9,2026-06-25
455,84,371,92,64,1449138.6,2026-06-22
3662,1048,2614,529,476,2025745.16,2026-07-10
2727,583,2144,454,144,11719582.47,2026-07-17
874,217,657,119,101,2222966.56,2026-07-11
3098,296,2802,558,292,2421737.58,2026-07-15
398,47,351,69,52,1164349.0,2026-07-18
4279,541,3738,584,601,13288006.6,2026-06-22
2750,182,2568,420,348,11146575.0,2026-06-25
1372,192,1180,286,166,674173.36,2026-07-03
874,90,784,136,112,102013.28,2026-07-14
424,63,361,70,41,56816.0,2026-07-15
1412,178,1234,275,161,4946532.52,2026-06-28
1751,405,1346,433,136,8608126.12,2026-07-18
1043,34,1009,118,145,1101293.27,2026-07-10
2948,827,2121,733,435,3002685.4,2026-06-22
3017,411,2606,422,412,8414050.96,2026-07-11
3238,552,2686,502,284,11048930.26,2026-06-19
4996,1413,3583,741,661,8831229.36,2026-07-04
2955,666,2289,513,301,10960479.15,2026-07-17
1437,317,1120,177,192,6973416.12,2026-07-14
3765,1093,2672,559,289,18129077.4,2026-07-03
3337,567,2770,368,288,13444305.82,2026-07-01
2274,248,2026,386,146,144626.4,2026-07-04
1442,408,1034,223,129,7129709.44,2026-06-23
3771,880,2891,916,321,17146020.51,2026-07-01
4277,514,3763,1052,226,1110266.43,2026-06-29
163,24,139,37,9,517906.42,2026-07-09
1640,75,1565,351,129,5029420.8,2026-07-13
3147,594,2553,600,471,3415092.93,2026-06-26
990,157,833,181,97,3466227.6,2026-07-14
1328,164,1164,179,110,4229055.84,2026-07-07
2990,104,2886,622,344,4629745.9,2026-07-14
3175,742,2433,753,327,3685476.5,2026-06-24
54,2,52,8,6,262289.88,2026-06-23
2153,27,2126,371,221,7661881.1,2026-06-27
3750,728,3022,466,371,3326700.0,2026-06-29
2610,422,2188,457,222,7205270.4,2026-06-20
2631,156,2475,446,243,10150003.35,2026-06-29
1502,450,1052,172,179,3654441.1,2026-07-14
4412,6,4406,752,450,9178327.72,2026-07-13
3927,1108,2819,643,507,1259899.41,2026-07-05
4172,427,3745,957,352,15569194.76,2026-07-10
522,58,464,59,32,157497.84,2026-07-15
2481,629,1852,274,171,2327971.92,2026-06-24
2744,341,2403,580,165,10303335.84,2026-06-22
601,134,467,131,75,2795124.79,2026-07-17
3924,285,3639,521,305,12616915.68,2026-06-30
2961,669,2292,415,172,3431562.12,2026-07-18
3416,984,2432,591,257,8786396.08,2026-07-12
4701,203,4498,867,448,17784165.06,2026-07-15
1121,196,925,277,122,4549152.52,2026-06-22
946,272,674,140,130,1485106.48,2026-07-02
